when,tag,auc,logloss,f1_best
2025-08-17T01:05:35.821397,baseline_test,0.8373559670781893,0.16167443264747958,0.3192488262910798
2025-08-17T01:05:35.821468,changed_numeric,0.8422325102880658,0.16061327593965388,0.3401360544217687
